Rate,Seller,Comment
5,Cepekspress,Ürün 1 günde elime ulaştı çok tereddüt etmiştim internetten aldığım için güvenilir olur mu diye ama herhangi bir sorun yaşamadm gönül rahatlığı ile alınabilir bence. Satıcı da gayet titiz ve dikkatliydi özenle paketlenmişti
3,Ceptemax ,Kargo geç geldi
5,Trendyol,ürün hızlı teslim edildi ancak faturası yok o kısmı anlamadım satıcı bana ulaşabilir mi lütfen
5,Nasa İletişim,1 günde teslim oldu
5,Trendyol,bu telefon işin sonu harbiden kargo hızlı geldi ama daha dikkatli konulabilirdi.
5,Trendyol,Urun sahane kargo ertesi gun geldi trendyol expres muazzam verdigim paraya degdi
5,E X E N,Hızlı kargo ve ilgili satıcı. teşekkürler
5,Nasa İletişim,Ürün orijinal . Hiçbir sorun yaşamadım . Satıcı ilgili ve hızlı teslimattt
5,CİN CİN ELEKTRONİK,Harika bi telefon 11 den buna gecince cok farklı geldi alın sinematik özelliği harika hikayeler ve ses yüksekliği aşık oldum
2,Trendyol,37.500 para verdik insan bi paketlemeye özen gösterir şampuan almıyoruz telefon alıyoruz kargocular zaten paketleri futbol topu gibi kullanıyor henüz kullanmaya başlamadım çalışıyordur inşallah
5,Aksaray İletişim,Ürün iki günde elime ulaştı. Piyasaya göre uyguna aldım
5,Gürgençler Apple Yetkili Satıcı,"Ürün elime çok güzel ulaştı. Pıt pıt jelatine sarılmış, güzel paketlenmişti. Kontrol ettiğimde garantisiyle ilgili bir problem olmadı."
5,Yirmidört,Merhaba ürünün faturası çıkmadı gönderebilirmisiniz rica etsem ?
5,Cepekspress,"Çok güzel paketlenmiş, sapasağlam geldi."
5,Kraft DTM,Orijinal ürün. Herhangi bir sıkıntı ile karşılaşmadım. Üstüne üstlük piyasaya göre daha ucuz. Tavsiye ederim.
5,Trendyol,"Hızlı teslimat,çok iyi paketleme"
5,Koycebine,Firma ilgili ürün paketlemesi güzel ben memnun kaldım cihaz çok güzel güvenilir satıcı bir günde elime ulaştı.
5,Cepekspress,Ürün gayet güzel geldi elime hasarsız bir şekilde ulaştı. Memnunum ve iyi ki bu satıcıyı seçmişim. Ben ürünü cumartesi günü sipariş verdiğim için salı günü elime ulaştı hafta sonuna denk geldi. Onun dışında bir sorun yoktu ürün faturası ile geldi orijinal herhangi bir aksi durum yok e devlet ve Apple sitesinden tüm her şeyini kontrol ettim arkadaşlar gönül rahatlığı ile alabilirsiniz tabi ben indirimli 20900 TL’ye aldım.
5,Odak iletişim,Odak iletişimden aldım kap ve cam da göndermişlerdi kalitesi zaten tartışılmaz güzel paketlenmişti
5,Nasa İletişim,Aşırı memnunum ama faturamı kaybettim tekrar temin edebilme şansım var mı ?
5,Trendyol,Ürün çok hızlı bir şekilde elimize ulaştı çok güzel paketlenmişti güvende hisssetirdi ❤️
5,Trendyol,ORJİNAL ÜRÜN. PAKETLEME HARİKA.
5,Teknosa,Güzel ve orijinal geldi
5,incehesap,Ürün orjinal bir sıkıntı yaşamadım
5,Nasa İletişim,"Hızlı gönderim, orijinal ürün."
5,Trendyol,Ürün orijinal sadece aldığınız firmaya dikkat edin şuan aldığım Tekden yazıyorum😅ben Trendyol satıcısından aldım
5,Teknosa,şu an telefon elimde olduğu için fotoğraf çekemedim ama ürün orijinal çok teşekkürler teknosa😌
5,CEPTELEFONU.ONLİNE,Aldıktan 2 gün sonra sorunsuz elime ulaştı. Paketleme çok güzeldi.
5,Gürgençler Apple Yetkili Satıcı,Ürün orijinal güvenle alabilirsiniz. Sadece daha özenli paketlense iyi olur.
5,Trendyol,Çok beğendim tereddüt etmeden sipariş verebilirsiniz çok Güvenli bir şekilde elime ulaştı
5,Nasa İletişim,Ürün  hızlı ulaştı. paketleme güzeldi.  orjinal bir ürün  ve çok memnunum.
4,Trendyol,Cuma sipariş verdim pazartesi geldi biraz daha hızlı olabilirdi paket hasar görmüş  daha iyi paketlenebilirdi
5,Trendyol,sorunsuz bir sekilde elimize ulaştı cok zarif tasarima sahip bu paraya deger bence satıcı trendyola teşekkür ediyorum.
5,Gürgençler Apple Yetkili Satıcı,Teşekkürler #gürgençler ürün orijinal ve her konuda çok hızlı Yardımcı oldular satıcıya dikkat edin derim
5,Teknosa,Telefon zaten mükemmel sadece çabuk gelmesini istiyorsanız teknosadan almayın istanbuldan tekirdağa 1 haftada geldi kargo. Teknosa 2 gün sonra anca kargoya verdi sonra da  aras kargonun getirmesi 5 gün sürdü.
4,Hepsikaliteli,23 Aralıkta sipariş verdim 24 Aralıkta elime ulaştı. Satıcı sorulara hemen cevap verdi memnun kaldım. Tek yıldızı paketlemeden kırdım. Patpatın yarı havası inikti ve lastikle tutturulmuştu.
5,Trendyol,Aynı gün içinde teslimat. Teşekkürler 21775 TL helal olsun. İyiki almışım fiyatta arttı zaten.
5,Aksaray İletişim,Ürün elime sağlam bir şekilde ulaştı böylesine pahalı bir telefonu internetten almak beni tereddüte düşürmüştü ama bir risk alarak aldım ve memnunum. İçerisinden sadece şarj kablosu çıkıyor adaptörünü kendiniz almanız gerekiyor. Kargo süreci çok hızlı ilerledi 1 günde elime ulaştı kırılmaması için özel önlemde alınmış teşekkür ederim ilgililere.
5,Nasa İletişim,Paketleme güzeldi kargo hızlı geldi
5,Teknosa,Kargolama çok kötü ürün direk kutulu şekilde büyük boş bir kartonun içine bırakılmıştı 37 bin tllik bir ürün nasıl bu şekilde gönderilir bir naylonun arasına koymak çokmu zordu tavsiye etmiyorum kesinlikle gidin bin tlnizi fazla verin mağazalardanalın kafanız rahat olur
5,Aksaray İletişim,Alırken herkes gibi tereddüt ettim ve çok araştırdım ama değdi ımeı sorguladım hiçbir kusuru yok güvenilir satıcı zaten kalite tartışılmaz gönül rahatlığıyla alabilirsiniz kartona ve patpata gibi bişeye sarılıp gönderilimişti çok memnun kaldım
4,Teknosa,paketlemede kutu ici biraz daha korunakli olabilir harici sorunsuz geldi
2,ElektronikFırsatı,Telefona söylenecek lafım yok ztn paketleme falan iyiydi ama tam 5 günde geldi ondan dolayı 2 yaldız
5,Teknosa,Hızlı ve güvenli kargo. Ürün sorunsuz elime ulaştı. Çok teşekkürler
5,Trendyol,ürün çok hızlı bir biçimde elime ulaştı.
5,Odak iletişim,Ürünü hiç düşünmeden aldım sonra diğer mağzalarda yaşanan sorunlar korkuttu beni ama satıcının mesajlara hemen geri dönmesi ürünü hızlı şekilde kargolayıp sorunsuz bir şekilde yollaması hediyeleri ile gerçekten doğru bir karar vermişim dedirtti güvenilir gönül rahatlığı ile alış veriş yapabilirsiniz
5,Gürgençler Apple Yetkili Satıcı,2-3 Gün içinde geldi ürün güzel paketlenmesi fena değil sorunsuz elime ulaştı. güvenerek alabilirsiniz
5,Aksaray İletişim,"Sanırım telefonu değerlendirmeye gerek yok, telefon bilgisine her yerden ulaşılabilir. Burada önemli olan satıcı. Hızlı kargo, özenli paketleme, orijinal ürün. Teşekkür ediyorum"
5,VATAN BİLGİSAYAR,"3 is gunu icinde geldi, tesekkurler."
5,BALKAŞ İLETİŞİM,Tşk şu an için sorun yok orjinal garantili faturalı
5,Aksaray İletişim,Ürünü değerlendirmeye zaten gerek yok ama satıcı ve kargo çok iyi ...
5,KimSatar,Hızlı teslimat güzel paketleme 👍
1,Nasa İletişim,ürünün durumu belli xaten ama trendyol express....satıcı 1 saatte teslim etmiş olduğu ürünü trendyol express 1.5 gün transfer merkezinde bekletti 21000 para öde sonra kapıda cihaz bekle
5,Nasa İletişim,Nasa iletişimden sipariş ettim 2 günde elimdeydi sorgulattım orjinal ürün rahatlıkla alabilirsiniz
5,Nasa İletişim,"Ürün elime 2 günde ulaştı, orjinalliğini sorgulattım kesinlikle orijinal. Sıkıntısız süper bir ürün, fırsatı olan alsın ba yıl dım 💖"
5,Trendyol,teşekkürler ürünüm jet hiziyla geldi paketleme kargo cok iyi telefona diycek bisey yok zaten orjinal iPhone 13 👍
1,Teknosa,Aras kargo anasını ağlatmış kutunun değiştirin
5,CEPTELEFONU.ONLİNE,"6s plustan sonra resmen uzaya çıkmış gibi hissediyorum. Telefon kalitesi hakkında konuşmaya gerek yok. Ürünü pazar akşamı aldım. Çarşamba öğlen elimde oldu. Paketleme çok güzeldi, ürünün faturası da paketin içindeydi. Allah isteyen herkese nasip etsin."
5,Gürgençler Apple Yetkili Satıcı,Ürün orjinal iPhone kalitesi kendini belli ediyor. Gönül rahatlığıyla tercih edebilirsiniz
5,BittiBitiyor,Subat indiriminde guzel bi indirimle almis olduk 2 gunde elimize ulasti hersey icin tesekkurler
4,Trendyol,"Telefon sorunsuz geldi ama kargo süreci o kadar uzundu ki, sonrasında verdiğim aynı kargo şirketindeki aynı satıcıdaki ürünler geldi telefon gelmedi"
5,Trendyol,Ürün sorunsuz teslim edildi
5,Cepekspress,Baya güzel paketlenip kargolanmıştı elimse hızlı ulaştı güvenilir satıcı
5,Nasa İletişim,"Kaliteye diyecek söz zaten yok, paketleme çok iyiydi pat pata sarılı halde geldi, faturası herseyi vardı siteden sorgulattık 2 yıl garantili orjinal ürün. NASA iletişime sevgiler.."
5,Yirmidört,Telefon orjinaldi severek kullanıyorum
5,Teknosa,Sağlam elime ulaştı. Paketleme gayet iyiydi.
5,FixDevice,Çok güzel 💖❤️‍🔥💖❤️‍🔥💖 satıcıya teşekkür ediyorum hemen kargoya verdi
5,Cepekspress,"Bir telefona bu kadar para verilir mi dedim yine de aldım, satıcıda sorun yok, ürün güzel paketlenmiş sorunsuz elime ulaştı."
5,Trendyol,Satıcı Trendyol orijinal ürün
5,Teknosa,"Ürünü anlatmaya gerek yok, iphone başka bir boyut. Sadece tek tavsiyem Aras kargoyla çalışan satıcıları asla tercih etmeyin asla!"
5,BittiBitiyor,Ürün orijinal geldi kutusu gayet güzel sarılmıştı.
5,Teknosa,Telefon gerçekten çok güzel geldi paketleme de çok sağlamdı
5,Nasa İletişim,Telefon 3 günde elime geçti gayet düzgün bir şekilde geldi nasa iletişime çok teşekkür ederim.
5,Nethouse,Üç gün içinde elime ulaştı. Satıcı her sorumu cevapladı.
5,Aksaray İletişim,Güzel paketleme tavsiye ederim
5,Nasa İletişim,24 saatten önce elimize ulaştı teşekkürler 🙏🏻
5,Cepekspress,İphone kalitesi tartışılmaz hızlı kargo güvenilir satıcı
4,Trendyol,Saglam oaketlenmis
5,Mobifon,iPhone 7 kullanıyordum bugün geldi cihaz elime böyle bir seviye artışı yok Apple kalitesi cihazın her kablosuna yansımış :)
5,KimSatar,Kargo dahil süper teslimat
5,Teknorya,ürün güzel paketlenmiş ve hızlı bir şekilde elime ulaştı
5,Aksaray İletişim,Eşim için hediye aldım gayet güzel ve paketleme gerçek itina ile yapılmış teşekkürler
5,Nasa İletişim,"İlk defa internetten telefon aldım ve çok tereddüt ettim fakat hiçbir aksilik olmadı. Orijinalliğini de imei ve seri numaralarından kontrol ettim. Satıcıyı internette arattığımda yanıltıcı bilgiler yazılmıştı, ben hiçbir sorun yaşamadım ve ürün aldığım gün kargolandı. İyi paketleme ve hizmetleri için Nasa Iletişim’e teşekkür ediyorum"
5,Nasa İletişim,Nasa İletişim'e hızlı kargolama ve sorunsuz teslimat için teşekkürler. Ürün orijinal. Kutu sağlam ve eksiksiz
5,Trendyol,Yıllardır iPhone kullanan biri olarak iyiki dedirten bir cihaz olduğunu yine gösterdi.. Ürün sorunsuz şekilde 2 günde trendyol ekspresle  geldi ama maalesef kargo ücreti ödedim.. Cihazı kesinlikle tavsiye ederim
5,TekCep,Süper hızlı kargo ve çok sağlam paketleme teşekkürler. Zaten apple kalitesi
5,Koycebine,5 günde elime ulaştı güzel kargo satıcıya teşekkür ederim
5,Teknosa,Sağlam geldiii kargo hızlıydı
5,Troy Apple Yetkili Satıcı,Teslimat gayet iyiydi . 48 saat dolmadan elimde oldu telefon . Satıcı troy zaten bilindik bir şirket . Memnun kaldım
5,ALDIMGİTTİ,2 gün sonra geldi telefonum. Faturası da geldi içinde. Paketlemesi de güzeldi. Hiçbir sorun olmadı sipariş sürecinde. Kalitesi zaten belli. İyi ki aldım diyorum .
5,Cepekspress,Ürün orjinalin hızlı teslimatta geldi tavsiye ederim.
5,Gürgençler Apple Yetkili Satıcı,Şarj bitmiyor mükemmell satıcıda o kadar sağlam paketlemişki tebrik ederim
5,Nasa İletişim,Güvenle alabilirsiniz ben kargomu teslim aldım ürün çok güzel korumalı gönderildi.
5,Trendyol,6s den geçiş yaptım kalitesi tartışılmaz özenli kargolanmıştı
5,Procell,Sipariş ettim bir gün sonra elime ulaştı çok memnun kaldım paranız varsa kesinlikle alın pişman olmayacağız bir telefon
5,Trendyol,Paketlenmesi falan gayet iyiydi almadan önce şüphelerim vardı ama gönül rahatlığıyla alabilirsiniz trendyol satıcısına 5 yıldız
5,Trendyol,Hasarsız elime ulaştı kamerasına diyecek söz yok çok güzell
3,Trendyol,"Paketleme çok kötü,kutuya sabitlenmesi gerekirdi"
5,Trendyol,Androidden geçiş yaptım telefon buymuş dedirtirdi🥰
5,Erpa Holding,Ürün hızlı bir şekilde elime ulaştı
5,Trendyol,Trendyola teşekkürler ürün orijinaldir.
5,TekCep,Bilerek 5 yıldız veriyorum yorumumu görün sizlerde benm gbi üzülmeyin diye ımeı numarası kayıtlı değil cihaz tanımlı değil apple ile bile görüştüm almak isteyen arkadaşlar bir kez daha düşünün
5,Teknosa,Kesinlikle bütceniz yetiyorsa alınması gereken bi telefon gayet hafif bu arada ürün hakkında ise şunu belirteyim orjinal ürün sorgulattım faturası garantisi hakkında şüphe etmeyin direk teknosa kendi ilgileniyor
5,Trendyol,paketleme zayıf daha iyi olabilirdi  Ama telefona dıcek bişi yok
5,Yirmidört,Hiç düşünme den alın derim otjınal ürün kargoda gayet başarılı 😊
1,ES VİSİON,"Kargo paketi boş geldi. paketi açarken kargo şubesindeydim, kamera kayıtları da var. Böyle pahalı bir üründe böyle yanlışlık olmaz. aklım almıyor. İşinizi düzgün yapın. Hemen bana telefonu ulaştırın. Ulaştirmiyorsaniz paramı iade edin. ayıp ayıp. rezillik. iş bilmezlik. Biz bu paraları kolay kazanmıyoruz. İnsanlari böyle mağdur etmeye hakkınız yok. (Para iade edildi, böyle bir yanlışlık kimsenin başına gelmesin umarım.)"
5,mobiloom,Ürün elime hızlı ulaştı paketleme de cidden çok iyiydi.
5,mobilePlus,Sorunsuz elime ulaştı paketleme özenliydi minik hediyeler için teşekkürler 😍👍🏻
5,ALDIMGİTTİ,Ürünün seri numarası ve imei numarası üzerinden sorgulamakta yaptım cihazda hiç bir problem yok. Paketlemesi gayet iyiydi. Kargo süreci oldukça hızlıydı. Gönderisiyle teşekkür ediyorum. 🤗
3,Teknosa,telefon zaten güzel ama patpata bile sarılmamıştı maalesef az para vermiyoruz keşke biraz daha önem verseniz
5,mobiloom,Kaliteli kargo güzelce paketlenmiş
5,Gürgençler Apple Yetkili Satıcı,2 gunde elimize ulasti.
5,Trendyol,"Gece sipariş verdim, ertesi gün teslim edildi."
5,Tekno-Center,İnanılmaz hızlı kargo 24 saatin içinde elimdeydi. Güzel paketleme orijinal ürün
4,TekCep,"Ürün zaten araştırdığım bir üründü, paketleme çok güzeldi satıcı özenli teşekkür ederim. Kargo çok hızlı geldi ancak tel sorum Trendyol express kargo pazar günü telefonu kapıya bırakıp aramadan mesajla birdirerek gitmiş, çok büyük işgüzarlık, arasa yönlendirme yapardım."
5,Trendyol,Renk cok güzel satıcıda özenle kargolamiş
5,Nasa İletişim,teşekkürler güvenilir ve ilgili satıcı
1,ALDIMGİTTİ,Ben iphone 13 almışım sizden 18 bin TL’ye bu nasil özensiz berbat bir kargo siz ne yaptığınızı sanıyorsunuz ? Bir telefonu nasıl bu kadar özensz berbat sekilde gönderebiliyorsunuz aklim almio gerçekten yazıklar olsun böyle bi satıcıya .kutusuna koyup bir pat pata bile sarmadan ta sirnak uludereye gönderiyorsunuz !!!!!!!!
5,BTSTEKNOLOJI,Medya market ve Teknosa’ya göre uygun fiyata aldım paketleme özenliydi.
5,Gürgençler Apple Yetkili Satıcı,"Alacaklar açısından fikir olsun diye paylaşıyorum. Çok tereddüt ettim internetten iPhone alma konusunda ama Apple yetkili satıcısından aldım. Gelir gelmez kargoyu kontrol ettim ezik, vs olmadan sağlam geldi. Kutuyu açmadan IMEI kontrolü de yaptım kayıt bilgisi çıktı. Garanti süresi de ayarlar kısmından net bir şekilde görünüyor zaten. Tereddütsüz alabilirsiniz. iPhone kalitesine yorum yapmaya gerek yok 🎉"
5,Çeska Teknoloji,ürün kutusunda teslimedildi
2,Teknosa,Hemen elime ulaştı güvenli satıcı
5,Nasa İletişim,ürün aynı fakaet paketlenmesi beğenmedim daha iyi olabilirdi ama hızlı kargo 1 günde bana  geldi
5,BittiBitiyor,Ürün elime hafta sonu hariç 2 günde elime ulaştı.Kargomda bir sıkıntı olmadı.Teşekkür ederim.
5,Nasa İletişim,Zamdan önce almıştım güvenli bir şekilde elime ulaştı
5,Nasa İletişim,Güvenilir satıcı teşekkürler sorunsuz elime ulaştı
5,Cepekspress,Kargolama harikaydı mağaza ilgiliydi tereddüt etmeden alınır
5,Teknosa,Çok güvenli geldi ama kargo ben olduğumu bile bilmeden verdi
5,Trendyol,Ürün orjinal daha öncede trendyoldan almıştım telefonumu hiç pişman olmadım
5,Teknosa,Ürün orijinal tavsiye ederim annem için almıştım hediye olarak🥰 sadece kargo süresi uzun o kadar 🍀
5,Nasa İletişim,Paketleme itinalı ve güzeldi
5,Cepekspress,Çok kısa sürede elime ulaştı. Çok güzel telefon iPhone kalitesi başka. Ürün orjinal içinde garanti belgesi var sorgulaması yapıldı ve güvenilir satıcı 👍🏻
5,Trendyol,Hızlı kargo süper ürün çok güzel sarmışlar herhangi bir zarar görmemiş
1,Teknosa,Aşırı yavaş bi firma 3 gün içinde kargoya verdiler 3 gün içinde kargo geldi 1 hafta sonra telefonu teslim alabildim.
5,Trendyol,"Hızlı kargo, 2 günde ulaştı elime güzel paketlenmişti ürün teşekkür ederim ☺️"
5,Teknosa,Ürün zaten tartışılamaz 👍🏼 çok iyi paketlemede iyiydi
5,MegaTeknoloji,satıcı ilgili paketleme  güzel telefon harika
5,CepteTek,Orjinal ürün hızlı teslimat güzel paketlenmiş
4,Cepekspress,Satıcı hızlı kargoladı. sağlam şekilde geldi. daha önce 12 mini kullanıyordum açıkcası çekici gelmedi çok bir beklentiniz olmasın aydınlanma yaşatmıyor :)
5,FixDevice,E faturam da geldi bi sorun olmadı orijinal memnun kaldım
3,Teknosa,"telefon cok guzel ona diyecek hicbir seyim yok ama ben aldiktan iki gun sonra 1500tl indirime girmesi cok sinir bozucuydu acikcasi, kargo da hizliydi bu arada"
5,Trendyol,Alırken tereddüt etmiştim ama ön yargım kırıldı. Ürün gayet güzel paketlenmişti. Ürünü zaten anlatmaya gerek yok. Gayet başarılı. Teşekkürler Trendyol.
4,Trendyol,Ne baba parası ne koca parası alın teri arkadaşlar çalıştım aldım. 1 puanı şarj adaptörü yok ordan kırdım
5,Gürgençler Apple Yetkili Satıcı,Ürün saglam geldi orjinal ürün kargolama iyiydi
5,TekCep,Satıcı çok ilgili mesaja anında cevap veriyor ürün 1 günde elime ulaştı paketlemesi gayet özenliydi zarar görmesi imkansız diyebilirim fiyat olarakta uyguna aldım yanında hediye göderilseydi daha memnun kalabilirdim 😂😂
4,Teknosa,Kargo firmasının çalışanı telefonu evin camından içeri atmış! Bence çalıştığınız firmayı tekrar gözdan geçirin!
5,Troy Apple Yetkili Satıcı,"Gayet orijinal , iyi kargolanmış"
5,Trendyol,Gayet güzel paketlenmişti. Elime de çabuk ulaştı
5,Troy Apple Yetkili Satıcı,Zam gelmeden aldım sadece geç geldi haricinde bi problem ile karşılaşmadım teşekkürler..
5,Nasa İletişim,Ürün gayet güzel ve sağlam şekilde paketlenerek gönderildi tavsiye ederim piyasa değerinin altında sipariş ettim o daha güzel bi ayrıcalık
5,Trendyol,Orjinal garantili sorunsuz sıfır ürün. Ancak kargolama biraz daha özensiz olsa belki kırılabilirdi. Büyük bir kutuya korumak amacıyla koyulmuş olsada kutu içerisinde sağa sola sallanarak gelmiş.
5,Trendyol,Trendyol satıcısından aldım indirimli son 1 üründü açıkcası diğer satıcılara güvenemedim Kusursuz şekilde tarafıma aynı gün ulaştı ürüne söylenecek söz yok kendisini bilene fazla fazla yeterli bir ürün çok profesyonel fotoğraf çekmek istiyorum derseniz pro modellere yönelebilirsiniz ama arasındaki fiyat farkına degecek birşey yok benim için şarj konusunda ilk kez böyle bir iphone modeli kullanıyorum çok çok çok memnunum bitirmek için biraz mücadele etmeniz gerekiyor tabi bir kaç şarj sonrası stabil oluyor batarya ve adaptörü apple sitesinden almanızı tavsiye ederim ben öyle yaptım piyasadaki bilinir satış mağazaları bile sahtesini satmaya başlamış çünkü  uzun kullanım sonrası tekrar değelendirmede bulunacağım
5,Teknosa,Ürün çok güzel geldi güzel paketlenmişti teşekkürler
5,Teknosa,Ürünüm hızlı ve sorunsuz bir şekilde geldi. Şarj kablosu dışında her hangi bir şey yok. Güvenle alabilirsiniz.
5,Teknosa,Ürünü Teknosa satıcısından aldık. Ertesi gün bize ulaştı. Teşekkürler hızlı kargo.
5,Nasa İletişim,Çok iyi geldi paketlenmesi falan tavsiye ederim
5,Odak iletişim,3 ay aç kalacağımı bile bile aldım iyi ki aldım satıcı sağolsun kılıf ve koyucu ekranda göndermiş çok güzel teşekkürler
5,Maya Pazarlama,Perşembe sipariş verdim cuma geldi hızlı kargo ürün güzel tavsiye ederim
5,BittiBitiyor,"Ürünü dikkatle takip ederek 8-11 Şubat indirimlerinde BittiBitiyor ‘dan 14906 TL ye aldım. Sorunsuz , güvenli bir şekilde geldi. Kargo süresi olarak, araya pazar gününün girmesi sebebiyle , ürün kargoya verildikten sonra 4. gününde teslim edildi. Kapalı kutu , faturalı, 24 ay garantili yurtiçi cihaz. Aktif kullanıyorum, bir sorun yok. Bu yorumu da araştırıp bilgi sahibi olmak isteyenlere ve güven konusunda sorun yaşayanlara yardımcı olması adına yazıyorum. Herkese hayırlı alışverişler."
5,Trendyol,"Telefonu yaklaşık 2 aydır kullanıyorum ve kısa bir ukt sonucu yazacağım. Öncelikle geçtiğim cihaz Galaxy S10 modeliydi. O telefon da güzeldi ancak bildiğiniz gibi ios yüzünden iphone denilen telefon hiçbir cihazla kıyaslanamaz. Her neyse bu telefonu ilk elime aldığımda arayüzün akıcılığının beni cezbettiğini söyleyebilirim. Tabii ki eski bir samsung cihazdan geçtiğim için pil performansı benim için çok önemliydi ve günün sonunda pilin bana fazlasıyla yettiğini gördüm - telefonu çok kullanan biriyim - yani benim kadar kullanan birine bile fazlasıyla yetiyorsa normal bir kullanıcı için mükemmel bir pil performansı diyebilirim. Kamera anlamında da iphoneları öne çıkaran en büyük detaylar tabii ki ön kamera kalitesi ve sosyal medyada paylaşılan fotoğrafların kalitesi. Bu konularda da bu telefon harika iş çıkarıyor her yönden tatmin etti beni. Yalnız kamerada kronik bir sorun olduğunu düşünüyorum odaklama sorunu. Bu sorunu da objeden biraz uzaklaşıp zoom yaparak çözebilirsiniz yani pek de bi sorun sayılmaz aslında. Diğer taraftan hissettiğim fark da oyunlardaki performansı. Bu telefonda saatlerce pes 2023 gibi yüksek donanım isteyen oyunları oynadım ancak telefon ciddi ciddi ısınmadı, tek diyebileceğim şey sadece biraz ılıklaştı bu da normaldir diye düşünüyorum artık. Bunların hepsinin yanında uzun yıllar güncelleme alacak olması ve bildiğiniz üzere ios cihazların yıllar geçse bile (batarya hariç) eski performansını korumaları bu telefonu almanız için en büyük etkenlerden birisi. Son olarak kargoya gelecek olursam trendyol satıcısından aldım ve 2 günde elime ulaştı. Paketleme konusunda da patlata sarılmış bir kutuda gönderildi. Tabii ki paketleme daha iyi olabilir ama yine de gayet yeterli diyebilirim. Faturam da gmail adresime aldıktan hemen sonra iletildi. Ürün geldiğinde imei ve garanti kontrol yaptım benim ürünü aldığım gün garantisi aktif edilmiş. Teşekkür ediyorum ve bu telefonu almanızı tavsiye ediyorum."
5,Trendyol,teşekkür ederim paketleme için
5,ALDIMGİTTİ,Ürün sorgulandı kayıtlı telefon açtım çok güzel en uygun aldım yer çok memnunm neden yorum yaptım çok şüphe de kaldım için içiniz rahat alabilirsiniz ☺️
5,Gürgençler Apple Yetkili Satıcı,Satıcı gürgençler olunca gönül rahatlığı ile aldım
1,Nasa İletişim,Kargolama çok kötüydü bu kadar pahalı bir ürünü bu ksdar dandik paketleyemrzsiniz ekranı çizik geldi ve asla yardımcı olmadıkar sakın bu satıcıdan almayın nasa
5,KimSatar,"Orjinal, sorunsuz, güvenilir"
5,BTSTEKNOLOJI,Kargo hızlıydı garantili ve çiziksiz geldi. Mükemmel
4,BittiBitiyor,"2 günde elime ulaştı telefon, e devletten ve apple sitesinden orijinal olup olmadığını kontrol ettikten sonra açtım kutuyu. Bir yıldız kırma nedenim ürünü sadece bir kat patpata sarıp kargo poşetine koymanız oldu, bu kadar para verilen bir cihazın kargosunu daha özenli hazırlamalısınız. Çok basit bir makyaj malzemesini dahi kırılmasın diye daha korunaklı gönderiyorlar."
1,Trendyol,ürünü aldıktan sonra 2 kez indirim yapıldı ve ben mağdur oldum
5,BittiBitiyor,"Paketleme kargo gayet iyiydi ,ürün elime sorunsuz ulaştı birkaç günde kullandım sıkıntı yaşamadım teşekkürler"
5,Cepekspress,Orijinal satıcı ve ürün. Çok memnun kaldım hızlı kargo teşekkür ederim
4,Trendyol,Ürün güzel kargolanmisti.
5,Trendyol,"Bir gün sonra teslim edildi, hızlı kargo"
5,Gürgençler Apple Yetkili Satıcı,Geldi iki gözümün çiçeği ve tabiki gürgençler elime sapasağlam ulaştı ve orjinal yinede kontroller yapıldı
5,Cepekspress,1 günde elime ulaştı. Kargo oldukça korunaklıydı. IMEI numarasını kontrol ettim ürün orijinal. Ben 21.169 TL ye aldım. Satıcıya da çok teşekkür ederim fatura ve kısa zamanda dönüş için.
1,Trendyol,Ürün elime ulaştı ama ahizede sorun var sesim karşı tarafa gitmiyor wpden sesim duyulmuyor iade istedim kabul etmediler apple servise götürün diyorlar bu kadar para verip alıyoruz hiç olmadı …
5,Teknosa,Paketlemesi dışında sorun yok 36 bin lira verdiğim ürünü incecik poşete koyup göndermişler
5,Trendyol,Görseldeki gibi aynı telefon sadece jelatinli gelmedi hediye almıştım ama yapacak bir şey yok 😊
1,Mobifon,Bu bir yıldızı telefonun paketlenmesine veriyorum hic memnun kalmadım bu kadar pahalı ve hassas bi ürünü nasıl önlem alınmadan paketleyip göndermişler hayret bi şey..insanlar 100 liralık ürünleri ne özenle paketleyip gönderiyorlar ..
5,KimSatar,Telefonu aldığım günün ertesi günü teslim edildi. Çok teşekkürler.
4,Teknosa,sırf zengin görünmek ve sırf bunu alabilmek için kredi çekip devlete borclandim askolar bı zahmet iyi olsun hatta beni ucursun bile bı yerlerime girdi parası
4,Trendyol,Ürünle ilgili sıkıntım olmadı ancak fatura gelemedi
3,Trendyol,Ürüne diyecek laf yok elbette. Ama bu fiyata telefon almak elbette kolay değil ve aldığın zamanda satıcıdan elbette özen bekliyorsunuz kargolama baya sıkıntılı evet çabuk geliyor ama biraz özensiz geldi bu fiyata sizin bu kargoyu allayıp pullamanız lazımdı sadece küçük bir kutu ve kenarına koyduğunuz poşet vs çok özensizce inşallah daha fazla dikkat edersiniz.
5,Trendyol,orjinal ürün sağlam ve hızlı kargo
4,ElektronikFırsatı,Ürün gayet güzel paketleme iyiydi bir kargo hızlıydı teşekkürler
5,Teknosa,Güzel ürün 2 günde geldi
1,Teknosa,FATURAM GELMEDİ
5,Trendyol,gayet güzel paketlenmiş olarak teşekkür ederim
4,Nasa İletişim,Telefon orjinal bir sorun yaşamadım ama daha iyi paketleme olabilirdi
